key,itemLabel,itemLabelheb,uri
Q23375738,crocheter,Q23375738,http://www.wikidata.org/entity/Q23375738
Q23640580,vehicle operator,Q23640580,http://www.wikidata.org/entity/Q23640580
Q23663603,acupuncturist,מדקר סיני,http://www.wikidata.org/entity/Q23663603
Q23666893,taliban,Q23666893,http://www.wikidata.org/entity/Q23666893
Q23666894,dairy farmer,רפתן,http://www.wikidata.org/entity/Q23666894
Q23670057,heretic,Q23670057,http://www.wikidata.org/entity/Q23670057
Q23670153,president of a non-profit organisation,Q23670153,http://www.wikidata.org/entity/Q23670153
Q23760244,philosopher of law,פילוסוף של המשפט,http://www.wikidata.org/entity/Q23760244
Q23770318,otologist,אוטולוג,http://www.wikidata.org/entity/Q23770318
Q23770547,serologist,סרולוג,http://www.wikidata.org/entity/Q23770547
Q23835475,assistant,עוזר,http://www.wikidata.org/entity/Q23835475
Q23906216,looter,Q23906216,http://www.wikidata.org/entity/Q23906216
Q23924989,distiller,Q23924989,http://www.wikidata.org/entity/Q23924989
Q23924991,café owner,בעל בית קפה,http://www.wikidata.org/entity/Q23924991
Q23957324,llullist,Q23957324,http://www.wikidata.org/entity/Q23957324
Q24007814,vacationer,Q24007814,http://www.wikidata.org/entity/Q24007814
Q24033993,karate coach,Q24033993,http://www.wikidata.org/entity/Q24033993
Q24040377,echinodermologist,Q24040377,http://www.wikidata.org/entity/Q24040377
Q24049451,chronologist,Q24049451,http://www.wikidata.org/entity/Q24049451
Q24054289,dangdut singer,Q24054289,http://www.wikidata.org/entity/Q24054289
Q24056480,porcelain painter,Q24056480,http://www.wikidata.org/entity/Q24056480
Q24114117,gambler,מהמר,http://www.wikidata.org/entity/Q24114117
Q24236999,virtual idol,Q24236999,http://www.wikidata.org/entity/Q24236999
Q24238692,croquet player,שחקן קרוקט,http://www.wikidata.org/entity/Q24238692
Q24256017,chairman of the Social Democratic Party,Q24256017,http://www.wikidata.org/entity/Q24256017
Q24259627,motorcycle trials rider,Q24259627,http://www.wikidata.org/entity/Q24259627
Q24259640,underwater fisherman,Q24259640,http://www.wikidata.org/entity/Q24259640
Q24262584,Bible translator,"מתרגם תנ""ך",http://www.wikidata.org/entity/Q24262584
Q24266767,newspaper proprietor,Q24266767,http://www.wikidata.org/entity/Q24266767
Q24293741,anarcho-syndicalist,אנרכו-סינדיקליסט,http://www.wikidata.org/entity/Q24293741
Q24387326,mythographer,מיתוגרף,http://www.wikidata.org/entity/Q24387326
Q24574678,cornetist,Q24574678,http://www.wikidata.org/entity/Q24574678
Q24698392,antiimperialist,Q24698392,http://www.wikidata.org/entity/Q24698392
Q24702769,radio journalist,Q24702769,http://www.wikidata.org/entity/Q24702769
Q24716636,volunteer,מתנדב,http://www.wikidata.org/entity/Q24716636
Q24729786,publican,Q24729786,http://www.wikidata.org/entity/Q24729786
Q24797688,show jumper,Q24797688,http://www.wikidata.org/entity/Q24797688
Q24841693,laobao,Q24841693,http://www.wikidata.org/entity/Q24841693
Q24841721,classical singer,Q24841721,http://www.wikidata.org/entity/Q24841721
Q24841755,wuzuo,Q24841755,http://www.wikidata.org/entity/Q24841755
Q24841818,eunuch official,Q24841818,http://www.wikidata.org/entity/Q24841818
Q24871167,scullery maid,Q24871167,http://www.wikidata.org/entity/Q24871167
Q24885626,thinker,Q24885626,http://www.wikidata.org/entity/Q24885626
Q24885890,Childcare Worker,Q24885890,http://www.wikidata.org/entity/Q24885890
Q24898269,forestry consultant,Q24898269,http://www.wikidata.org/entity/Q24898269
Q24936486,President of the Policy and Resources Committee of Guernsey,Q24936486,http://www.wikidata.org/entity/Q24936486
Q24938922,scafista,Q24938922,http://www.wikidata.org/entity/Q24938922
Q24961653,cancionista,Q24961653,http://www.wikidata.org/entity/Q24961653
Q24962806,mob enforcer,Q24962806,http://www.wikidata.org/entity/Q24962806
Q25039522,pipelayer,Q25039522,http://www.wikidata.org/entity/Q25039522
Q25051941,city architect,Q25051941,http://www.wikidata.org/entity/Q25051941
Q25190800,Chinese opera actor,Q25190800,http://www.wikidata.org/entity/Q25190800
Q25203010,registrar,רשם,http://www.wikidata.org/entity/Q25203010
Q25326636,cat behaviorist,Q25326636,http://www.wikidata.org/entity/Q25326636
Q25424554,wooden boat builder,Q25424554,http://www.wikidata.org/entity/Q25424554
Q25493168,crossword compiler,תשבצאי,http://www.wikidata.org/entity/Q25493168
Q25553087,bomber,Q25553087,http://www.wikidata.org/entity/Q25553087
Q25553823,suicide bomber,Q25553823,http://www.wikidata.org/entity/Q25553823
Q25616474,woodwind instrument player,נגן כלי נשיפה מעץ,http://www.wikidata.org/entity/Q25616474
Q25626431,grinder,Q25626431,http://www.wikidata.org/entity/Q25626431
Q25829748,brass player,נגן כלי נשיפה ממתכת,http://www.wikidata.org/entity/Q25829748
Q25866077,skeleton trainer,Q25866077,http://www.wikidata.org/entity/Q25866077
Q25893271,clandestine agent,Q25893271,http://www.wikidata.org/entity/Q25893271
Q26233653,marxist,Q26233653,http://www.wikidata.org/entity/Q26233653
Q26237228,epigrammatist,מחבר מכתמים,http://www.wikidata.org/entity/Q26237228
Q26248338,dutarist,Q26248338,http://www.wikidata.org/entity/Q26248338
Q26267537,serial rapist,אונס סדרתי,http://www.wikidata.org/entity/Q26267537
Q26270618,rowing figure,Q26270618,http://www.wikidata.org/entity/Q26270618
Q26326102,Swiss wrestler,Q26326102,http://www.wikidata.org/entity/Q26326102
Q26481809,sports executive,מנהל ספורטיבי,http://www.wikidata.org/entity/Q26481809
Q26709099,speed skating trainer,Q26709099,http://www.wikidata.org/entity/Q26709099
Q26804623,charity administrator,Q26804623,http://www.wikidata.org/entity/Q26804623
Q26832546,medical administrator,Q26832546,http://www.wikidata.org/entity/Q26832546
Q26837361,sports team owner,Q26837361,http://www.wikidata.org/entity/Q26837361
Q26876987,carom billiards player,Q26876987,http://www.wikidata.org/entity/Q26876987
Q26899865,reader,Q26899865,http://www.wikidata.org/entity/Q26899865
Q26936818,spongiologist,ספוגיולוג,http://www.wikidata.org/entity/Q26936818
Q27044075,bretteur,Q27044075,http://www.wikidata.org/entity/Q27044075
Q27057193,roofing contractor,Q27057193,http://www.wikidata.org/entity/Q27057193
Q27096547,Firzogerin,רבנית דרשנית,http://www.wikidata.org/entity/Q27096547
Q27105472,mover,Q27105472,http://www.wikidata.org/entity/Q27105472
Q27148032,sound recordist,Q27148032,http://www.wikidata.org/entity/Q27148032
Q27431213,cookbook author,סופר בישול,http://www.wikidata.org/entity/Q27431213
Q27431227,figure of scandal,Q27431227,http://www.wikidata.org/entity/Q27431227
Q27431229,inebriate,Q27431229,http://www.wikidata.org/entity/Q27431229
Q27496075,Idist,אידואיסט,http://www.wikidata.org/entity/Q27496075
Q27497422,helminthologist,Q27497422,http://www.wikidata.org/entity/Q27497422
Q27522900,vegan,טבעוני,http://www.wikidata.org/entity/Q27522900
Q27532437,suffragist,סופרג'יסטית,http://www.wikidata.org/entity/Q27532437
Q27532776,rowing umpire,Q27532776,http://www.wikidata.org/entity/Q27532776
Q27548835,Armenian freedom fighter,Q27548835,http://www.wikidata.org/entity/Q27548835
Q27621374,bear hunter,Q27621374,http://www.wikidata.org/entity/Q27621374
Q27645484,cirripedologist,Q27645484,http://www.wikidata.org/entity/Q27645484
Q27645949,paleoentomologist,Q27645949,http://www.wikidata.org/entity/Q27645949
Q27658988,reality television participant,משתתף תוכנית ריאליטי,http://www.wikidata.org/entity/Q27658988
Q27806080,union secretary,Q27806080,http://www.wikidata.org/entity/Q27806080
Q27890965,paleoartist,Q27890965,http://www.wikidata.org/entity/Q27890965
Q27908028,opera administrator,Q27908028,http://www.wikidata.org/entity/Q27908028
Q27919609,cosmographer,Q27919609,http://www.wikidata.org/entity/Q27919609
Q27924982,myriapodologist,Q27924982,http://www.wikidata.org/entity/Q27924982
Q27926658,trip advisor,Q27926658,http://www.wikidata.org/entity/Q27926658
Q27929486,tardigradologist,Q27929486,http://www.wikidata.org/entity/Q27929486
Q27943370,fashion person,אישיות אופנה,http://www.wikidata.org/entity/Q27943370
Q27949260,forest worker,Q27949260,http://www.wikidata.org/entity/Q27949260
Q27978310,Radio people,Q27978310,http://www.wikidata.org/entity/Q27978310
Q27978698,wrestler,מתאבק,http://www.wikidata.org/entity/Q27978698
Q28001428,falconer,Q28001428,http://www.wikidata.org/entity/Q28001428
Q28001538,Mormon missionary diarist,Q28001538,http://www.wikidata.org/entity/Q28001538
Q28008159,fashion blogger,בלוגר אופנה,http://www.wikidata.org/entity/Q28008159
Q28050438,broadcasting executive,Q28050438,http://www.wikidata.org/entity/Q28050438
Q28054726,theatre administrator,Q28054726,http://www.wikidata.org/entity/Q28054726
Q28134462,transgender sex workers,זנות טרנסג'נדרית,http://www.wikidata.org/entity/Q28134462
Q28164897,jujutsuka,Q28164897,http://www.wikidata.org/entity/Q28164897
Q28186891,mishu,Q28186891,http://www.wikidata.org/entity/Q28186891
Q28195050,Hovjägmästare,Q28195050,http://www.wikidata.org/entity/Q28195050
Q28255863,textologist,Q28255863,http://www.wikidata.org/entity/Q28255863
Q28455223,credit analyst,Q28455223,http://www.wikidata.org/entity/Q28455223
Q28466165,whaler,Q28466165,http://www.wikidata.org/entity/Q28466165
Q28503751,speaker,Q28503751,http://www.wikidata.org/entity/Q28503751
Q28532974,community organizer,"פעיל חברתי, עסקן ציבורי",http://www.wikidata.org/entity/Q28532974
Q28664548,club promoter,Q28664548,http://www.wikidata.org/entity/Q28664548
Q28665858,cantor,Q28665858,http://www.wikidata.org/entity/Q28665858
Q28692502,women's rights activist,פעיל זכויות נשים,http://www.wikidata.org/entity/Q28692502
Q28709693,Iliad's translator,מתרגם האיליאדה,http://www.wikidata.org/entity/Q28709693
Q28709706,Odyssey's translator,Q28709706,http://www.wikidata.org/entity/Q28709706
Q28776412,book collector,אספן ספרים,http://www.wikidata.org/entity/Q28776412
Q28789517,concentration camp guard,מנהל מחנה ריכוז,http://www.wikidata.org/entity/Q28789517
Q28790169,unemployed,Q28790169,http://www.wikidata.org/entity/Q28790169
Q28811600,timekeeper,Q28811600,http://www.wikidata.org/entity/Q28811600
Q28812100,shark spotter,Q28812100,http://www.wikidata.org/entity/Q28812100
Q28836794,wheelchair curler,Q28836794,http://www.wikidata.org/entity/Q28836794
Q28837146,necromancer,מעלה באוב,http://www.wikidata.org/entity/Q28837146
Q28933489,lathe operator,Q28933489,http://www.wikidata.org/entity/Q28933489
Q28949575,fashion show producer,Q28949575,http://www.wikidata.org/entity/Q28949575
Q28966333,needleworker,Q28966333,http://www.wikidata.org/entity/Q28966333
Q29017403,rock musician,מוזיקאי רוק,http://www.wikidata.org/entity/Q29017403
Q29026159,silk manufacturer,Q29026159,http://www.wikidata.org/entity/Q29026159
Q29038436,law theorist,Q29038436,http://www.wikidata.org/entity/Q29038436
Q29448653,accompanist,נגן ליווי,http://www.wikidata.org/entity/Q29448653
Q29466935,disc golfer,Q29466935,http://www.wikidata.org/entity/Q29466935
Q29474051,key costumer,Q29474051,http://www.wikidata.org/entity/Q29474051
Q29775509,costume coordinator,Q29775509,http://www.wikidata.org/entity/Q29775509
Q29840095,capoeira practitioner,Q29840095,http://www.wikidata.org/entity/Q29840095
Q29881694,alternative therapist,Q29881694,http://www.wikidata.org/entity/Q29881694
Q29887242,anti-vaccine activist,פעיל אנטי-חיסונים,http://www.wikidata.org/entity/Q29887242
Q29933786,operator,מפעיל,http://www.wikidata.org/entity/Q29933786
Q29956970,discoverer of asteroids,מגלה אסטרואידים,http://www.wikidata.org/entity/Q29956970
Q30060441,clairvoyant,Q30060441,http://www.wikidata.org/entity/Q30060441
Q30061109,ambassador of Afghanistan,שגריר אפגניסטן,http://www.wikidata.org/entity/Q30061109
Q30093123,investigator,Q30093123,http://www.wikidata.org/entity/Q30093123
Q30134437,mechanical automaton engineer,מהנדס אוטמטונים,http://www.wikidata.org/entity/Q30134437
Q30176225,correspondence chess player,שחמטאי בהתכתבות,http://www.wikidata.org/entity/Q30176225
Q30242234,freedom fighter,לוחם חופש,http://www.wikidata.org/entity/Q30242234
Q30315732,nurse attorney,Q30315732,http://www.wikidata.org/entity/Q30315732
Q30595452,Kathanar,Q30595452,http://www.wikidata.org/entity/Q30595452
Q30601866,dishwasher,Q30601866,http://www.wikidata.org/entity/Q30601866
Q30904452,huachicolero,Q30904452,http://www.wikidata.org/entity/Q30904452
Q30943148,key opinion leader,Q30943148,http://www.wikidata.org/entity/Q30943148
Q31080335,foreign fighter,Q31080335,http://www.wikidata.org/entity/Q31080335
Q31276274,caster,Q31276274,http://www.wikidata.org/entity/Q31276274
Q31887345,Statsepidemiolog,Q31887345,http://www.wikidata.org/entity/Q31887345
Q32518759,ethnobotanist,Q32518759,http://www.wikidata.org/entity/Q32518759
Q32860750,tachygraph,Q32860750,http://www.wikidata.org/entity/Q32860750
Q32945212,cuplé singer,Q32945212,http://www.wikidata.org/entity/Q32945212
Q32947888,bank manager,מנהל בנק,http://www.wikidata.org/entity/Q32947888
Q32999759,euphonium player,Q32999759,http://www.wikidata.org/entity/Q32999759
Q33112393,motorist,Q33112393,http://www.wikidata.org/entity/Q33112393
Q33176607,Seraphic Doctors,Q33176607,http://www.wikidata.org/entity/Q33176607
Q33187201,streaker,Q33187201,http://www.wikidata.org/entity/Q33187201
Q33483062,cinephile,Q33483062,http://www.wikidata.org/entity/Q33483062
Q34463094,organic chemist,Q34463094,http://www.wikidata.org/entity/Q34463094
Q34757756,spotter,Q34757756,http://www.wikidata.org/entity/Q34757756
Q34965386,malware researcher,Q34965386,http://www.wikidata.org/entity/Q34965386
Q34966237,IT security expert,Q34966237,http://www.wikidata.org/entity/Q34966237
Q37311684,book historian,Q37311684,http://www.wikidata.org/entity/Q37311684
Q38126150,housewife,עקרת בית,http://www.wikidata.org/entity/Q38126150
Q38239859,army officer,קצין צבא,http://www.wikidata.org/entity/Q38239859
Q38687772,annelidologist,Q38687772,http://www.wikidata.org/entity/Q38687772
Q38704413,nontrinitarian,Q38704413,http://www.wikidata.org/entity/Q38704413
Q38743359,ceroplastician,Q38743359,http://www.wikidata.org/entity/Q38743359
Q39049384,county auditor,Q39049384,http://www.wikidata.org/entity/Q39049384
Q39295553,copepodologist,Q39295553,http://www.wikidata.org/entity/Q39295553
Q39372574,protistologist,Q39372574,http://www.wikidata.org/entity/Q39372574
Q40155085,census taker,Q40155085,http://www.wikidata.org/entity/Q40155085
Q40318865,pigeon fancier,Q40318865,http://www.wikidata.org/entity/Q40318865
Q40421764,United Nations official,"נציג או""ם",http://www.wikidata.org/entity/Q40421764
Q40468055,labor historian,Q40468055,http://www.wikidata.org/entity/Q40468055
Q40749908,bronze sculptor,Q40749908,http://www.wikidata.org/entity/Q40749908
Q40871491,hapkido practitioner,Q40871491,http://www.wikidata.org/entity/Q40871491
Q40881196,printer-bookseller,Q40881196,http://www.wikidata.org/entity/Q40881196
Q41078682,belletrist,Q41078682,http://www.wikidata.org/entity/Q41078682
Q41311803,blood donor,Q41311803,http://www.wikidata.org/entity/Q41311803
Q41322966,iconographer,Q41322966,http://www.wikidata.org/entity/Q41322966
Q41493761,oligochaetologist,Q41493761,http://www.wikidata.org/entity/Q41493761
Q41496390,Klingonist,קלינגוניסט,http://www.wikidata.org/entity/Q41496390
Q41546637,Wikimedian,ויקימד,http://www.wikidata.org/entity/Q41546637
Q41593843,quizzer,Q41593843,http://www.wikidata.org/entity/Q41593843
Q41685600,Viner,Q41685600,http://www.wikidata.org/entity/Q41685600
Q41799705,morphologist,Q41799705,http://www.wikidata.org/entity/Q41799705
Q41898139,slackliner,Q41898139,http://www.wikidata.org/entity/Q41898139
Q42182030,Holocaust denier,מכחיש שואה,http://www.wikidata.org/entity/Q42182030
Q42303786,blues musician,Q42303786,http://www.wikidata.org/entity/Q42303786
Q42303796,boogie-woogie musician,Q42303796,http://www.wikidata.org/entity/Q42303796
Q42330144,historian of the Holocaust,חוקר שואה,http://www.wikidata.org/entity/Q42330144
Q42331263,American football coach,Q42331263,http://www.wikidata.org/entity/Q42331263
Q42362934,riding coach,Q42362934,http://www.wikidata.org/entity/Q42362934
Q42625830,prospector,Q42625830,http://www.wikidata.org/entity/Q42625830
Q42763889,poisoner,Q42763889,http://www.wikidata.org/entity/Q42763889
Q42855995,fabricator,תעשיין,http://www.wikidata.org/entity/Q42855995
Q42889548,gun rights advocate,Q42889548,http://www.wikidata.org/entity/Q42889548
Q42971775,homebrewer,Q42971775,http://www.wikidata.org/entity/Q42971775
Q43065561,wigmaker,Q43065561,http://www.wikidata.org/entity/Q43065561
Q43095928,conchologist,Q43095928,http://www.wikidata.org/entity/Q43095928
Q43200890,watering plants,Q43200890,http://www.wikidata.org/entity/Q43200890
Q43389498,historian of the French Revolution,Q43389498,http://www.wikidata.org/entity/Q43389498
Q43423468,hedge fund manager,Q43423468,http://www.wikidata.org/entity/Q43423468
Q43464841,merchant banker,Q43464841,http://www.wikidata.org/entity/Q43464841
Q43667189,donor,תורם,http://www.wikidata.org/entity/Q43667189
Q43668003,analytical chemist,Q43668003,http://www.wikidata.org/entity/Q43668003
Q43682214,Christian mystic,Q43682214,http://www.wikidata.org/entity/Q43682214
Q43683933,Carpenters and Joiners,Q43683933,http://www.wikidata.org/entity/Q43683933
Q43786211,stakeholder,Q43786211,http://www.wikidata.org/entity/Q43786211
Q44508716,television personality,איש טלוויזיה,http://www.wikidata.org/entity/Q44508716
Q45176736,historian of women,Q45176736,http://www.wikidata.org/entity/Q45176736
Q45181247,babysitter,Q45181247,http://www.wikidata.org/entity/Q45181247
Q45217546,Instagram blogger,בלוגר (אינסטגרם),http://www.wikidata.org/entity/Q45217546
Q45322469,wheelchair basketball player,Q45322469,http://www.wikidata.org/entity/Q45322469
Q45465544,tentmaker,Q45465544,http://www.wikidata.org/entity/Q45465544
Q45725048,anti-nuclear activist,Q45725048,http://www.wikidata.org/entity/Q45725048
Q45758480,managing partner,Q45758480,http://www.wikidata.org/entity/Q45758480
Q45764132,photography collector,Q45764132,http://www.wikidata.org/entity/Q45764132
Q45787133,motorcyclist,אופנוען,http://www.wikidata.org/entity/Q45787133
Q45916492,co-founder,Q45916492,http://www.wikidata.org/entity/Q45916492
Q45920048,railway executive,Q45920048,http://www.wikidata.org/entity/Q45920048
Q45922426,Lollard,Q45922426,http://www.wikidata.org/entity/Q45922426
Q46123106,teddy bear creator,Q46123106,http://www.wikidata.org/entity/Q46123106
Q47004158,homiletician,Q47004158,http://www.wikidata.org/entity/Q47004158
Q47004511,canoe polo player,Q47004511,http://www.wikidata.org/entity/Q47004511
Q47072988,real estate owner,Q47072988,http://www.wikidata.org/entity/Q47072988
Q47090899,museum professional,Q47090899,http://www.wikidata.org/entity/Q47090899
Q47105711,belly dancer,Q47105711,http://www.wikidata.org/entity/Q47105711
Q47143640,gymnastics theoretician,Q47143640,http://www.wikidata.org/entity/Q47143640
Q47227062,agitator,Q47227062,http://www.wikidata.org/entity/Q47227062
Q47228496,conscript,Q47228496,http://www.wikidata.org/entity/Q47228496
Q47319622,telephone operator,Q47319622,http://www.wikidata.org/entity/Q47319622
Q47429760,witch or warlock,מכשף או מכשפה,http://www.wikidata.org/entity/Q47429760
Q47454185,game show contestant,Q47454185,http://www.wikidata.org/entity/Q47454185
Q47456580,oud player,נגן עוד,http://www.wikidata.org/entity/Q47456580
Q47456870,natural historian,Q47456870,http://www.wikidata.org/entity/Q47456870
Q47460295,brigadir,Q47460295,http://www.wikidata.org/entity/Q47460295
Q47492833,civil libertarian,Q47492833,http://www.wikidata.org/entity/Q47492833
Q47511341,anarcha-feminist,Q47511341,http://www.wikidata.org/entity/Q47511341
Q47670178,arctic explorer,Q47670178,http://www.wikidata.org/entity/Q47670178
Q47796473,sovietologist,סובייטולוג,http://www.wikidata.org/entity/Q47796473
Q47801802,ball boy,Q47801802,http://www.wikidata.org/entity/Q47801802
Q47847585,ecofeminist,Q47847585,http://www.wikidata.org/entity/Q47847585
Q48344369,desnuda,Q48344369,http://www.wikidata.org/entity/Q48344369
Q48676230,registered player,Q48676230,http://www.wikidata.org/entity/Q48676230
Q48705382,syndicalist,Q48705382,http://www.wikidata.org/entity/Q48705382
Q48730703,Paharnic,פהרניק,http://www.wikidata.org/entity/Q48730703
Q48804416,tattooed lady,Q48804416,http://www.wikidata.org/entity/Q48804416
Q48837076,Bravi,Q48837076,http://www.wikidata.org/entity/Q48837076
Q48995125,amateur tennis player,Q48995125,http://www.wikidata.org/entity/Q48995125
Q49094407,sports manager,Q49094407,http://www.wikidata.org/entity/Q49094407
Q49604313,Heilig-Blut-Reiter,Q49604313,http://www.wikidata.org/entity/Q49604313
Q49904510,player of jeu de paume,Q49904510,http://www.wikidata.org/entity/Q49904510
Q50118159,postal official,Q50118159,http://www.wikidata.org/entity/Q50118159
Q50178397,Makedonomachos,Q50178397,http://www.wikidata.org/entity/Q50178397
Q50214236,Australian rules football coach,Q50214236,http://www.wikidata.org/entity/Q50214236
Q50236774,Horse Stunt Performer,Q50236774,http://www.wikidata.org/entity/Q50236774
Q50279140,Twitch streamer,סטרימר טוויץ',http://www.wikidata.org/entity/Q50279140
Q50280805,machinima maker,Q50280805,http://www.wikidata.org/entity/Q50280805
Q50326480,Zionist activist,פעיל ציוני,http://www.wikidata.org/entity/Q50326480
Q50326729,Inspector general of the Ponts et Chaussées,Q50326729,http://www.wikidata.org/entity/Q50326729
Q50359779,ukrainianist,Q50359779,http://www.wikidata.org/entity/Q50359779
Q50385413,tobacco manufacturer,Q50385413,http://www.wikidata.org/entity/Q50385413
Q50768646,labor leader,מנהיג פועלים,http://www.wikidata.org/entity/Q50768646
Q50791189,abstractionist,Q50791189,http://www.wikidata.org/entity/Q50791189
Q50824723,arenero,Q50824723,http://www.wikidata.org/entity/Q50824723
Q50916064,popular educator,Q50916064,http://www.wikidata.org/entity/Q50916064
Q50932178,religion sociologist,Q50932178,http://www.wikidata.org/entity/Q50932178
Q50940853,school director,Q50940853,http://www.wikidata.org/entity/Q50940853
Q50995749,sportsperson,Q50995749,http://www.wikidata.org/entity/Q50995749
Q50996908,storekeeper,Q50996908,http://www.wikidata.org/entity/Q50996908
Q51073244,clerical assistant,Q51073244,http://www.wikidata.org/entity/Q51073244
Q51085009,scenic designer,מעצב במה,http://www.wikidata.org/entity/Q51085009
Q51095427,textile historian,Q51095427,http://www.wikidata.org/entity/Q51095427
Q51095439,costume historian,היסטוריון ביגוד,http://www.wikidata.org/entity/Q51095439
Q51099445,textile researcher,Q51099445,http://www.wikidata.org/entity/Q51099445
Q51120656,aid worker,Q51120656,http://www.wikidata.org/entity/Q51120656
Q51167455,female supporter of women's right to vote,Q51167455,http://www.wikidata.org/entity/Q51167455
Q51174991,church writer,Q51174991,http://www.wikidata.org/entity/Q51174991
Q51197159,bureau engineer,Q51197159,http://www.wikidata.org/entity/Q51197159
Q51228702,seminar teacher,Q51228702,http://www.wikidata.org/entity/Q51228702
Q51374880,"cantaor, cantaora",Q51374880,http://www.wikidata.org/entity/Q51374880
Q51397277,tocaor,גיטריסט פלמנקו,http://www.wikidata.org/entity/Q51397277
Q51647820,trendsetter,משפיען,http://www.wikidata.org/entity/Q51647820
Q51679083,sitarist,Q51679083,http://www.wikidata.org/entity/Q51679083
Q51715519,TV cook,Q51715519,http://www.wikidata.org/entity/Q51715519
Q51869151,lord of Oultrejourdain,Q51869151,http://www.wikidata.org/entity/Q51869151
Q51875759,Budtender,Q51875759,http://www.wikidata.org/entity/Q51875759
Q51881760,race theorist,Q51881760,http://www.wikidata.org/entity/Q51881760
Q51954026,beta tester,Q51954026,http://www.wikidata.org/entity/Q51954026
Q52008309,competition judge,Q52008309,http://www.wikidata.org/entity/Q52008309
Q52107355,folklore collector,Q52107355,http://www.wikidata.org/entity/Q52107355
Q52169820,burglar,Q52169820,http://www.wikidata.org/entity/Q52169820
Q52181037,neighborhood activist,Q52181037,http://www.wikidata.org/entity/Q52181037
Q52231239,medieval archaeologist,Q52231239,http://www.wikidata.org/entity/Q52231239
Q52553554,hymnologist,Q52553554,http://www.wikidata.org/entity/Q52553554
Q52558144,criminal sniper,Q52558144,http://www.wikidata.org/entity/Q52558144
Q52688389,animal actor,שחקן חיות,http://www.wikidata.org/entity/Q52688389
Q52725849,beachgoer,Q52725849,http://www.wikidata.org/entity/Q52725849
Q53362603,Elefenist,Q53362603,http://www.wikidata.org/entity/Q53362603
Q53457571,Zionist leader,מנהיג ציוני,http://www.wikidata.org/entity/Q53457571
Q53614577,sloyd teacher,Q53614577,http://www.wikidata.org/entity/Q53614577
Q53834886,woman human rights defender,Q53834886,http://www.wikidata.org/entity/Q53834886
Q53869196,folk dancer,Q53869196,http://www.wikidata.org/entity/Q53869196
Q53996617,renæssance archaeologist,Q53996617,http://www.wikidata.org/entity/Q53996617
Q54402883,messenger,Q54402883,http://www.wikidata.org/entity/Q54402883
Q54819841,abridger,Q54819841,http://www.wikidata.org/entity/Q54819841
Q54819848,art copyist,Q54819848,http://www.wikidata.org/entity/Q54819848
Q54824003,suicidologist,Q54824003,http://www.wikidata.org/entity/Q54824003
Q54855620,transcriber,Q54855620,http://www.wikidata.org/entity/Q54855620
Q54905468,antiquities collector,Q54905468,http://www.wikidata.org/entity/Q54905468
Q54935442,string arranger,Q54935442,http://www.wikidata.org/entity/Q54935442
Q55020125,bullfighting poster artist,Q55020125,http://www.wikidata.org/entity/Q55020125
Q55155641,VTuber,יוטיובר וירטואלי,http://www.wikidata.org/entity/Q55155641
Q55176871,betrayer,Q55176871,http://www.wikidata.org/entity/Q55176871
Q55296227,baseball player-managers,Q55296227,http://www.wikidata.org/entity/Q55296227
Q55383113,cave diver,Q55383113,http://www.wikidata.org/entity/Q55383113
Q55383242,technical diver,Q55383242,http://www.wikidata.org/entity/Q55383242
Q55389920,aulete,Q55389920,http://www.wikidata.org/entity/Q55389920
Q55414535,spammer,Q55414535,http://www.wikidata.org/entity/Q55414535
Q55500912,Argive vase-painter,Q55500912,http://www.wikidata.org/entity/Q55500912
Q55579885,Officer in the archipelago fleet,Q55579885,http://www.wikidata.org/entity/Q55579885
Q55590647,aviation historian,היסטוריון תעופה,http://www.wikidata.org/entity/Q55590647
Q55614457,Information officer,Q55614457,http://www.wikidata.org/entity/Q55614457
Q55621107,lived experience,Q55621107,http://www.wikidata.org/entity/Q55621107
Q55637423,warlock,מכשף,http://www.wikidata.org/entity/Q55637423
Q55652056,diamond dealer,יהלומן,http://www.wikidata.org/entity/Q55652056
Q55754031,committee member,Q55754031,http://www.wikidata.org/entity/Q55754031
Q55833688,Jewish land purcher (land of Israel),גואל קרקעות,http://www.wikidata.org/entity/Q55833688
Q55983771,assassin,מתנקש,http://www.wikidata.org/entity/Q55983771
Q55986349,enduro rider,Q55986349,http://www.wikidata.org/entity/Q55986349
Q56027890,political staffer,עוזרת פוליטית,http://www.wikidata.org/entity/Q56027890
Q56073161,origamist,אמן אוריגמי,http://www.wikidata.org/entity/Q56073161
Q56085676,leading researcher,Q56085676,http://www.wikidata.org/entity/Q56085676
Q56164819,radiosportsperson,Q56164819,http://www.wikidata.org/entity/Q56164819
Q56232598,paintball player,Q56232598,http://www.wikidata.org/entity/Q56232598
Q56259975,gregorianist,Q56259975,http://www.wikidata.org/entity/Q56259975
Q56285767,computer engineer,Q56285767,http://www.wikidata.org/entity/Q56285767
Q56299314,councillor,Q56299314,http://www.wikidata.org/entity/Q56299314
Q56314703,Scientific-Secretary,Q56314703,http://www.wikidata.org/entity/Q56314703
Q56316573,colourist painter,Q56316573,http://www.wikidata.org/entity/Q56316573
Q56404221,holder of the procuration,Q56404221,http://www.wikidata.org/entity/Q56404221
Q56404365,first mate,Q56404365,http://www.wikidata.org/entity/Q56404365
Q56418646,balalaikist,Q56418646,http://www.wikidata.org/entity/Q56418646
