key,itemLabel,itemLabelheb,uri
Q3327243,machi,Q3327243,http://www.wikidata.org/entity/Q3327243
Q3327932,Munitionette,Q3327932,http://www.wikidata.org/entity/Q3327932
Q3332438,medical specialist,Q3332438,http://www.wikidata.org/entity/Q3332438
Q3351746,Hofjægermester,Q3351746,http://www.wikidata.org/entity/Q3351746
Q3355249,orchestrator,מתזמר,http://www.wikidata.org/entity/Q3355249
Q3362826,papermaker,יצרן נייר,http://www.wikidata.org/entity/Q3362826
Q3364971,Steward of the Realm,Q3364971,http://www.wikidata.org/entity/Q3364971
Q3366101,business partner,שותף לעסקים,http://www.wikidata.org/entity/Q3366101
Q3368517,public prosecutor general,יועץ משפטי לממשלה,http://www.wikidata.org/entity/Q3368517
Q3378585,military pharmacy,Q3378585,http://www.wikidata.org/entity/Q3378585
Q3389507,pizzaiolo,פיציולו,http://www.wikidata.org/entity/Q3389507
Q3408848,lay preacher,Q3408848,http://www.wikidata.org/entity/Q3408848
Q3409374,Ancient Roman priest,כהן רומאי,http://www.wikidata.org/entity/Q3409374
Q3430775,political boss,Q3430775,http://www.wikidata.org/entity/Q3430775
Q3434088,road manager,Q3434088,http://www.wikidata.org/entity/Q3434088
Q3453588,Prince Amadeiro,Q3453588,http://www.wikidata.org/entity/Q3453588
Q3470892,sannyasi,Q3470892,http://www.wikidata.org/entity/Q3470892
Q3476620,video game writer,Q3476620,http://www.wikidata.org/entity/Q3476620
Q3478187,saddler,Q3478187,http://www.wikidata.org/entity/Q3478187
Q3481465,surfboard shaper,Q3481465,http://www.wikidata.org/entity/Q3481465
Q3490626,Bombard player,Q3490626,http://www.wikidata.org/entity/Q3490626
Q3501317,fashion designer,מעצב אופנה,http://www.wikidata.org/entity/Q3501317
Q3516827,sales technician,Q3516827,http://www.wikidata.org/entity/Q3516827
Q3519237,teufeur,Q3519237,http://www.wikidata.org/entity/Q3519237
Q3528729,timpanist,טימפניסט,http://www.wikidata.org/entity/Q3528729
Q3553251,tramp,Q3553251,http://www.wikidata.org/entity/Q3553251
Q3560496,fiddler,נגן פידל,http://www.wikidata.org/entity/Q3560496
Q3562775,thief,גנב,http://www.wikidata.org/entity/Q3562775
Q3564543,Garibaldino,Q3564543,http://www.wikidata.org/entity/Q3564543
Q3577650,eco-warrior,Q3577650,http://www.wikidata.org/entity/Q3577650
Q3578589,environmentalist,סביבתן,http://www.wikidata.org/entity/Q3578589
Q3579035,travel writer,כותב ספרי מסע,http://www.wikidata.org/entity/Q3579035
Q3589292,women letter writer,Q3589292,http://www.wikidata.org/entity/Q3589292
Q5493340,car driving,Q5493340,http://www.wikidata.org/entity/Q5493340
Q5532385,general sales agent,Q5532385,http://www.wikidata.org/entity/Q5532385
Q5533758,gentlewoman,Q5533758,http://www.wikidata.org/entity/Q5533758
Q5589427,government scientist,Q5589427,http://www.wikidata.org/entity/Q5589427
Q5608073,Grey-collar,Q5608073,http://www.wikidata.org/entity/Q5608073
Q5633897,tourist,תיירים,http://www.wikidata.org/entity/Q5633897
Q5659846,Agente de Medio Ambiente de la Junta de Andalucía,Q5659846,http://www.wikidata.org/entity/Q5659846
Q5659979,sex offender,עבריין מין,http://www.wikidata.org/entity/Q5659979
Q5691217,press ombudsman,Q5691217,http://www.wikidata.org/entity/Q5691217
Q5716684,dancer,רקדן,http://www.wikidata.org/entity/Q5716684
Q5719186,local expert,Q5719186,http://www.wikidata.org/entity/Q5719186
Q5780518,communicator,Q5780518,http://www.wikidata.org/entity/Q5780518
Q5784340,consort,מלכה רעיה,http://www.wikidata.org/entity/Q5784340
Q5941265,civil servant in Spain,Q5941265,http://www.wikidata.org/entity/Q5941265
Q5945789,victimiser,Q5945789,http://www.wikidata.org/entity/Q5945789
Q5947973,seminary student,Q5947973,http://www.wikidata.org/entity/Q5947973
Q5998388,sorcerer,Q5998388,http://www.wikidata.org/entity/Q5998388
Q6019537,Ramadan drummer,Q6019537,http://www.wikidata.org/entity/Q6019537
Q6028169,industry analyst,Q6028169,http://www.wikidata.org/entity/Q6028169
Q6048071,fillng station attendant,Q6048071,http://www.wikidata.org/entity/Q6048071
Q6073032,iron puddler,Q6073032,http://www.wikidata.org/entity/Q6073032
Q6080501,opinion leader,Q6080501,http://www.wikidata.org/entity/Q6080501
Q6081763,hospital volunteer,Q6081763,http://www.wikidata.org/entity/Q6081763
Q6102247,film or television director,במאי קולנוע או טלוויזיה,http://www.wikidata.org/entity/Q6102247
Q6132267,sonidero,Q6132267,http://www.wikidata.org/entity/Q6132267
Q6136036,survivor,שורד,http://www.wikidata.org/entity/Q6136036
Q6138343,wood carver,מגלף  עץ,http://www.wikidata.org/entity/Q6138343
Q6147194,dyer,Q6147194,http://www.wikidata.org/entity/Q6147194
Q6164118,black widow,Q6164118,http://www.wikidata.org/entity/Q6164118
Q6168364,jazz guitarist,גיטריסט ג'אז,http://www.wikidata.org/entity/Q6168364
Q6313834,junk man,Q6313834,http://www.wikidata.org/entity/Q6313834
Q6375068,Katalonan,Q6375068,http://www.wikidata.org/entity/Q6375068
Q6441165,Kuban bandurists,Q6441165,http://www.wikidata.org/entity/Q6441165
Q6455328,Kōya Hijiri,Q6455328,http://www.wikidata.org/entity/Q6455328
Q6491450,intendant,Q6491450,http://www.wikidata.org/entity/Q6491450
Q6501749,general secretary,מזכיר כללי,http://www.wikidata.org/entity/Q6501749
Q6505424,lay ministry,Q6505424,http://www.wikidata.org/entity/Q6505424
Q6505432,Lay speaker,Q6505432,http://www.wikidata.org/entity/Q6505432
Q6505433,lay theologian,Q6505433,http://www.wikidata.org/entity/Q6505433
Q6505435,royalist,Q6505435,http://www.wikidata.org/entity/Q6505435
Q6517489,legal document assistant,Q6517489,http://www.wikidata.org/entity/Q6517489
Q6554404,pipe and tabor player,Q6554404,http://www.wikidata.org/entity/Q6554404
Q6606110,industrialist,תעשיין,http://www.wikidata.org/entity/Q6606110
Q6624723,quiz show question writer,חידונאי,http://www.wikidata.org/entity/Q6624723
Q6647245,matriarch,Q6647245,http://www.wikidata.org/entity/Q6647245
Q6663601,מדובבת,מדובב,http://www.wikidata.org/entity/Q6663601
Q6665249,judoka,ג'ודוקא,http://www.wikidata.org/entity/Q6665249
Q6731168,magistrate,Q6731168,http://www.wikidata.org/entity/Q6731168
Q6735310,maid of honour,Q6735310,http://www.wikidata.org/entity/Q6735310
Q6772302,Sheikh al-Hadith,Q6772302,http://www.wikidata.org/entity/Q6772302
Q6806267,Medical Assistant,Q6806267,http://www.wikidata.org/entity/Q6806267
Q6806553,medical intuitive,Q6806553,http://www.wikidata.org/entity/Q6806553
Q6878885,Missionary Bishop,Q6878885,http://www.wikidata.org/entity/Q6878885
Q6885897,mnemonist,Q6885897,http://www.wikidata.org/entity/Q6885897
Q6931842,Mudlark,Q6931842,http://www.wikidata.org/entity/Q6931842
Q6935058,multireedist,Q6935058,http://www.wikidata.org/entity/Q6935058
Q6941738,music editor,עורך מוזיקלי,http://www.wikidata.org/entity/Q6941738
Q6949059,Feqe,Q6949059,http://www.wikidata.org/entity/Q6949059
Q6950556,Müneccimbaşı,מונאג'ים באשי,http://www.wikidata.org/entity/Q6950556
Q6957294,Nacnī,Q6957294,http://www.wikidata.org/entity/Q6957294
Q7070203,nurse educator,Q7070203,http://www.wikidata.org/entity/Q7070203
Q7070221,nursemaid,Q7070221,http://www.wikidata.org/entity/Q7070221
Q7097633,ashik,אשוג,http://www.wikidata.org/entity/Q7097633
Q7101782,organ scholar,Q7101782,http://www.wikidata.org/entity/Q7101782
Q7111941,outdoor enthusiast,Q7111941,http://www.wikidata.org/entity/Q7111941
Q7127679,pallbearer,Q7127679,http://www.wikidata.org/entity/Q7127679
Q7131406,pannist,Q7131406,http://www.wikidata.org/entity/Q7131406
Q7135769,paraprofessional educator,Q7135769,http://www.wikidata.org/entity/Q7135769
Q7140620,partisan,Q7140620,http://www.wikidata.org/entity/Q7140620
Q7140693,partner,Q7140693,http://www.wikidata.org/entity/Q7140693
Q7180824,pharmacy practice,Q7180824,http://www.wikidata.org/entity/Q7180824
Q7187777,photographic assistant,Q7187777,http://www.wikidata.org/entity/Q7187777
Q7199710,pixel artist,Q7199710,http://www.wikidata.org/entity/Q7199710
Q7234072,postal worker,עובד דואר,http://www.wikidata.org/entity/Q7234072
Q7235593,Poultry,Q7235593,http://www.wikidata.org/entity/Q7235593
Q7242372,prevention of HIV/AIDS,מניעת HIV/איידס,http://www.wikidata.org/entity/Q7242372
Q7245082,Principal investigator,Q7245082,http://www.wikidata.org/entity/Q7245082
Q7245795,prison visitor,Q7245795,http://www.wikidata.org/entity/Q7245795
Q7254445,pseudo-model,Q7254445,http://www.wikidata.org/entity/Q7254445
Q7256276,psychic detective,Q7256276,http://www.wikidata.org/entity/Q7256276
Q7259489,Pullman porter,Q7259489,http://www.wikidata.org/entity/Q7259489
Q7313543,rentier,Q7313543,http://www.wikidata.org/entity/Q7313543
Q7314088,reply girl,Q7314088,http://www.wikidata.org/entity/Q7314088
Q7316100,restaurant management,Q7316100,http://www.wikidata.org/entity/Q7316100
Q7370910,roughneck,Q7370910,http://www.wikidata.org/entity/Q7370910
Q7371595,route setter,Q7371595,http://www.wikidata.org/entity/Q7371595
Q7378323,rugby league match official,Q7378323,http://www.wikidata.org/entity/Q7378323
Q7380527,rural letter carrier,Q7380527,http://www.wikidata.org/entity/Q7380527
Q7432361,school governor,Q7432361,http://www.wikidata.org/entity/Q7432361
Q7433809,Scientific journalism,Q7433809,http://www.wikidata.org/entity/Q7433809
Q7439219,script coordinator,מתאם תסריטים,http://www.wikidata.org/entity/Q7439219
Q7450649,senior advisor,Q7450649,http://www.wikidata.org/entity/Q7450649
Q7494998,sheriff principal,Q7494998,http://www.wikidata.org/entity/Q7494998
Q7499869,shock jock,Q7499869,http://www.wikidata.org/entity/Q7499869
Q7501153,shopkeeper,חנווני,http://www.wikidata.org/entity/Q7501153
Q3595924,Qari,קארי,http://www.wikidata.org/entity/Q3595924
Q3603995,philomath,Q3603995,http://www.wikidata.org/entity/Q3603995
Q3621491,archaeologist,ארכאולוג,http://www.wikidata.org/entity/Q3621491
Q3630960,avanguardista,Q3630960,http://www.wikidata.org/entity/Q3630960
Q3640160,marine biologist,ביולוג ימי,http://www.wikidata.org/entity/Q3640160
Q3647577,business developer,Q3647577,http://www.wikidata.org/entity/Q3647577
Q3684641,Commesso,Q3684641,http://www.wikidata.org/entity/Q3684641
Q3746116,whistler,Q3746116,http://www.wikidata.org/entity/Q3746116
Q3774421,Subaşi,Q3774421,http://www.wikidata.org/entity/Q3774421
Q3796928,government employee,Q3796928,http://www.wikidata.org/entity/Q3796928
Q3813950,katib,Q3813950,http://www.wikidata.org/entity/Q3813950
Q3814026,kaumātua,Q3814026,http://www.wikidata.org/entity/Q3814026
Q3824194,harasser,Q3824194,http://www.wikidata.org/entity/Q3824194
Q3825427,fire lookout,צופה אש,http://www.wikidata.org/entity/Q3825427
Q3892689,handball sports player,Q3892689,http://www.wikidata.org/entity/Q3892689
Q3920978,diplomatic courier,Q3920978,http://www.wikidata.org/entity/Q3920978
Q3954105,security manager,Q3954105,http://www.wikidata.org/entity/Q3954105
Q4070283,gunneur,Q4070283,http://www.wikidata.org/entity/Q4070283
Q4105860,lead programmer,Q4105860,http://www.wikidata.org/entity/Q4105860
Q4115150,katsa,קצין איסוף,http://www.wikidata.org/entity/Q4115150
Q4122737,Vogt,פוגט,http://www.wikidata.org/entity/Q4122737
Q4131678,hazzan,חזן,http://www.wikidata.org/entity/Q4131678
Q4145633,city head,Q4145633,http://www.wikidata.org/entity/Q4145633
Q4159860,jangartchi,Q4159860,http://www.wikidata.org/entity/Q4159860
Q4175034,legislator,מחוקק,http://www.wikidata.org/entity/Q4175034
Q4178004,publicist,מנהל תדמית,http://www.wikidata.org/entity/Q4178004
Q4191036,zemleprokhodtsy,Q4191036,http://www.wikidata.org/entity/Q4191036
Q4197743,player,שחקן,http://www.wikidata.org/entity/Q4197743
Q4204239,research participant,Q4204239,http://www.wikidata.org/entity/Q4204239
Q4207313,sexual predator,התנהגות המשחרת לטרף,http://www.wikidata.org/entity/Q4207313
Q4249929,köçek,קוצ'ק,http://www.wikidata.org/entity/Q4249929
Q4293151,microentrepreneur,Q4293151,http://www.wikidata.org/entity/Q4293151
Q4351403,percussionist,נגן כלי הקשה,http://www.wikidata.org/entity/Q4351403
Q4353426,money mule,Q4353426,http://www.wikidata.org/entity/Q4353426
Q4373046,pornography industry,Q4373046,http://www.wikidata.org/entity/Q4373046
Q4379701,professional gamer,Q4379701,http://www.wikidata.org/entity/Q4379701
Q4439148,intern,מתמחה,http://www.wikidata.org/entity/Q4439148
Q4443435,stratonaut,Q4443435,http://www.wikidata.org/entity/Q4443435
Q4469127,hijacker,Q4469127,http://www.wikidata.org/entity/Q4469127
Q4479442,organizational founder,מייסד ארגונים,http://www.wikidata.org/entity/Q4479442
Q4664943,thug,Q4664943,http://www.wikidata.org/entity/Q4664943
Q4667873,prisoner of conscience,אסיר מצפון,http://www.wikidata.org/entity/Q4667873
Q4676869,acting instructor,Q4676869,http://www.wikidata.org/entity/Q4676869
Q4688014,aerial observer,Q4688014,http://www.wikidata.org/entity/Q4688014
Q4696968,aikidoka,Q4696968,http://www.wikidata.org/entity/Q4696968
Q4809091,assistive technology service provider,Q4809091,http://www.wikidata.org/entity/Q4809091
Q4819891,audio typist,Q4819891,http://www.wikidata.org/entity/Q4819891
Q4840835,badger,Q4840835,http://www.wikidata.org/entity/Q4840835
Q4841568,airport baggage handler,Q4841568,http://www.wikidata.org/entity/Q4841568
Q4841994,bagman,Q4841994,http://www.wikidata.org/entity/Q4841994
Q4849644,bal maiden,Q4849644,http://www.wikidata.org/entity/Q4849644
Q4854472,bandboy,Q4854472,http://www.wikidata.org/entity/Q4854472
Q4854747,bandurist,Q4854747,http://www.wikidata.org/entity/Q4854747
Q4880041,beer wench,Q4880041,http://www.wikidata.org/entity/Q4880041
Q4887411,benefactor,Q4887411,http://www.wikidata.org/entity/Q4887411
Q4947495,crime boss,ראש ארגון פשע,http://www.wikidata.org/entity/Q4947495
Q4956562,brand ambassador,פרזנטור,http://www.wikidata.org/entity/Q4956562
Q4964182,philosopher,פילוסוף,http://www.wikidata.org/entity/Q4964182
Q4972949,Broder singer,זמרי ברודי,http://www.wikidata.org/entity/Q4972949
Q5003365,buyer,Q5003365,http://www.wikidata.org/entity/Q5003365
Q5024685,calypsonian,Q5024685,http://www.wikidata.org/entity/Q5024685
Q5027838,campaign manager,Q5027838,http://www.wikidata.org/entity/Q5027838
Q5096712,chief digital officer,Q5096712,http://www.wikidata.org/entity/Q5096712
Q5097822,Child and Youth Worker,Q5097822,http://www.wikidata.org/entity/Q5097822
Q5110129,Christian Science practitioner,Q5110129,http://www.wikidata.org/entity/Q5110129
Q5118104,church usher,Q5118104,http://www.wikidata.org/entity/Q5118104
Q5123545,city editor,Q5123545,http://www.wikidata.org/entity/Q5123545
Q5137366,cnidariologist,סנידריולוג,http://www.wikidata.org/entity/Q5137366
Q5171647,cornerman,Q5171647,http://www.wikidata.org/entity/Q5171647
Q5175753,cotton factor,Q5175753,http://www.wikidata.org/entity/Q5175753
Q5196476,customer service representative,Q5196476,http://www.wikidata.org/entity/Q5196476
Q5224168,Daroga,Q5224168,http://www.wikidata.org/entity/Q5224168
Q5251470,defensive coordinator,Q5251470,http://www.wikidata.org/entity/Q5251470
Q5261019,Deputy Clerk of the Closet,Q5261019,http://www.wikidata.org/entity/Q5261019
Q5276395,gamer,גיימר,http://www.wikidata.org/entity/Q5276395
Q5280390,direct support professional,Q5280390,http://www.wikidata.org/entity/Q5280390
Q5287521,Doctor of Osteopathic Medicine,Q5287521,http://www.wikidata.org/entity/Q5287521
Q5288284,dog show judge,Q5288284,http://www.wikidata.org/entity/Q5288284
Q5307556,drill instructor,מדריך טירונים,http://www.wikidata.org/entity/Q5307556
Q5308931,drug user,Q5308931,http://www.wikidata.org/entity/Q5308931
Q5358395,electronic musician,מוזיקאי אלקטרוני,http://www.wikidata.org/entity/Q5358395
Q5363158,genga,Q5363158,http://www.wikidata.org/entity/Q5363158
Q5371902,harpsichordist,נגן צ'מבלו,http://www.wikidata.org/entity/Q5371902
Q5371955,li,Q5371955,http://www.wikidata.org/entity/Q5371955
Q5372393,co-minister,Q5372393,http://www.wikidata.org/entity/Q5372393
Q5393998,merenguero,Q5393998,http://www.wikidata.org/entity/Q5393998
Q5398490,hotel receptionist,Q5398490,http://www.wikidata.org/entity/Q5398490
Q5405633,research assistant,עוזר מחקר,http://www.wikidata.org/entity/Q5405633
Q5405831,eucharistic minister,Q5405831,http://www.wikidata.org/entity/Q5405831
Q5421176,experimentalist,Q5421176,http://www.wikidata.org/entity/Q5421176
Q5421729,Expressman,Q5421729,http://www.wikidata.org/entity/Q5421729
Q5434338,fantasy author,סופרת פנטזיה,http://www.wikidata.org/entity/Q5434338
Q5451651,fire safety inspector,Q5451651,http://www.wikidata.org/entity/Q5451651
Q5462245,flower seller,Q5462245,http://www.wikidata.org/entity/Q5462245
Q5466536,footpad,Q5466536,http://www.wikidata.org/entity/Q5466536
Q5468328,Foreign Service officer,Q5468328,http://www.wikidata.org/entity/Q5468328
Q7513077,signwriting,Q7513077,http://www.wikidata.org/entity/Q7513077
Q7549941,sober companion,Q7549941,http://www.wikidata.org/entity/Q7549941
Q7557218,Soldato,Q7557218,http://www.wikidata.org/entity/Q7557218
Q7574785,special adviser,Q7574785,http://www.wikidata.org/entity/Q7574785
Q7582205,squeegee punk,Q7582205,http://www.wikidata.org/entity/Q7582205
Q7595754,stable master,Q7595754,http://www.wikidata.org/entity/Q7595754
Q7617885,stock contractor,Q7617885,http://www.wikidata.org/entity/Q7617885
Q7623053,street protester,Q7623053,http://www.wikidata.org/entity/Q7623053
Q7627813,student athlete,Q7627813,http://www.wikidata.org/entity/Q7627813
Q7658473,swineherd,Q7658473,http://www.wikidata.org/entity/Q7658473
Q7691196,teacher-librarian,Q7691196,http://www.wikidata.org/entity/Q7691196
Q7691294,teaching assistant,Q7691294,http://www.wikidata.org/entity/Q7691294
Q7696209,telegram messenger,Q7696209,http://www.wikidata.org/entity/Q7696209
Q7697585,teller,Q7697585,http://www.wikidata.org/entity/Q7697585
Q7821093,Tongji,Q7821093,http://www.wikidata.org/entity/Q7821093
Q7829032,tour promoter,Q7829032,http://www.wikidata.org/entity/Q7829032
Q7883466,underboss,Q7883466,http://www.wikidata.org/entity/Q7883466
Q7886765,union organizer,Q7886765,http://www.wikidata.org/entity/Q7886765
Q7887861,gaikokujin tarento,Q7887861,http://www.wikidata.org/entity/Q7887861
Q7939609,voice teacher,מורה לפיתוח קול,http://www.wikidata.org/entity/Q7939609
Q7969127,warden,Q7969127,http://www.wikidata.org/entity/Q7969127
Q8011724,fortune teller,Q8011724,http://www.wikidata.org/entity/Q8011724
Q8033744,wool-stapler,Q8033744,http://www.wikidata.org/entity/Q8033744
Q8359428,social activist,פעיל חברתי,http://www.wikidata.org/entity/Q8359428
Q8380347,AV actor,Q8380347,http://www.wikidata.org/entity/Q8380347
Q8558984,Category:Italian psychologists,Q8558984,http://www.wikidata.org/entity/Q8558984
Q9008257,arsonist,Q9008257,http://www.wikidata.org/entity/Q9008257
Q9017214,karateka,קראטקה,http://www.wikidata.org/entity/Q9017214
Q9180224,brewer,Q9180224,http://www.wikidata.org/entity/Q9180224
Q9212445,scoutmaster,Q9212445,http://www.wikidata.org/entity/Q9212445
Q9284559,gofer,Q9284559,http://www.wikidata.org/entity/Q9284559
Q9307508,research respondent,Q9307508,http://www.wikidata.org/entity/Q9307508
Q9334029,satirist,סאטיריקן,http://www.wikidata.org/entity/Q9334029
Q9340211,speculator,Q9340211,http://www.wikidata.org/entity/Q9340211
Q9361551,trichopterist,Q9361551,http://www.wikidata.org/entity/Q9361551
Q9379965,metal spinner,Q9379965,http://www.wikidata.org/entity/Q9379965
Q9394993,ice skater,Q9394993,http://www.wikidata.org/entity/Q9394993
Q10080014,tax protester,מוחי מסים,http://www.wikidata.org/entity/Q10080014
Q10264925,demagogue,Q10264925,http://www.wikidata.org/entity/Q10264925
Q10290445,gold digger,גולד דיגינג,http://www.wikidata.org/entity/Q10290445
Q10297252,crime writer,מחבר ספרות פשע,http://www.wikidata.org/entity/Q10297252
Q10302238,Undergraduate research,Q10302238,http://www.wikidata.org/entity/Q10302238
Q10328995,master,Q10328995,http://www.wikidata.org/entity/Q10328995
Q10335982,negotiator,Q10335982,http://www.wikidata.org/entity/Q10335982
Q10349745,racing automobile driver,נהג מכוניות מרוץ,http://www.wikidata.org/entity/Q10349745
Q10366254,régulo,Q10366254,http://www.wikidata.org/entity/Q10366254
Q10370560,sertanista,Q10370560,http://www.wikidata.org/entity/Q10370560
Q10379007,theatrologist,חוקר תיאטרון,http://www.wikidata.org/entity/Q10379007
Q10384029,drug trafficker,מורשע בעבירות סמים,http://www.wikidata.org/entity/Q10384029
Q10384150,transformist,Q10384150,http://www.wikidata.org/entity/Q10384150
Q10385892,help desk,Q10385892,http://www.wikidata.org/entity/Q10385892
Q10426561,child star,Q10426561,http://www.wikidata.org/entity/Q10426561
Q10429561,drawing teacher,Q10429561,http://www.wikidata.org/entity/Q10429561
Q10497074,aerospace engineer,מהנדס אווירונאוטיקה,http://www.wikidata.org/entity/Q10497074
Q10497463,Public superintendent,Q10497463,http://www.wikidata.org/entity/Q10497463
Q10497467,school teacher in the Swedish school system,Q10497467,http://www.wikidata.org/entity/Q10497467
Q10498147,scientific explorer,Q10498147,http://www.wikidata.org/entity/Q10498147
Q10499604,Salvation Army officer,Q10499604,http://www.wikidata.org/entity/Q10499604
Q10527030,humanist,Q10527030,http://www.wikidata.org/entity/Q10527030
Q10540773,juggler,Q10540773,http://www.wikidata.org/entity/Q10540773
Q10547393,local politician,פוליטיקאי מוניציפלי,http://www.wikidata.org/entity/Q10547393
Q10567966,liturgist,Q10567966,http://www.wikidata.org/entity/Q10567966
Q10607873,Public counsil,Q10607873,http://www.wikidata.org/entity/Q10607873
Q10631611,maid,Q10631611,http://www.wikidata.org/entity/Q10631611
Q10636149,auxilliary policewoman,Q10636149,http://www.wikidata.org/entity/Q10636149
Q10650082,reviewer,Q10650082,http://www.wikidata.org/entity/Q10650082
Q10651585,revue artist,Q10651585,http://www.wikidata.org/entity/Q10651585
Q10658408,Räfst,Q10658408,http://www.wikidata.org/entity/Q10658408
Q10659189,robber,שודד,http://www.wikidata.org/entity/Q10659189
Q10689386,television celebrity chef,Q10689386,http://www.wikidata.org/entity/Q10689386
Q10711498,Utkik,Q10711498,http://www.wikidata.org/entity/Q10711498
Q10725813,subject teachers,Q10725813,http://www.wikidata.org/entity/Q10725813
Q10729326,pirate,פיראט,http://www.wikidata.org/entity/Q10729326
Q10732476,art collector,אספן אמנות,http://www.wikidata.org/entity/Q10732476
Q10774753,performance artist,אמן מיצג,http://www.wikidata.org/entity/Q10774753
Q10830299,literary author,Q10830299,http://www.wikidata.org/entity/Q10830299
Q10843402,swimmer,שחיין,http://www.wikidata.org/entity/Q10843402
Q10856232,nyōbō,Q10856232,http://www.wikidata.org/entity/Q10856232
Q10860242,bouncer,Q10860242,http://www.wikidata.org/entity/Q10860242
Q10862983,etcher,גלופאי,http://www.wikidata.org/entity/Q10862983
Q10866633,speed skater,Q10866633,http://www.wikidata.org/entity/Q10866633
Q10889302,disabled sportspeople,ספורטאי נכה,http://www.wikidata.org/entity/Q10889302
Q10895016,military prostitute,Q10895016,http://www.wikidata.org/entity/Q10895016
Q10910143,female fortune teller,Q10910143,http://www.wikidata.org/entity/Q10910143
Q10928159,local idol,Q10928159,http://www.wikidata.org/entity/Q10928159
Q11031420,Norwegian SS volunteer,Q11031420,http://www.wikidata.org/entity/Q11031420
Q11060186,Chinese witch,Q11060186,http://www.wikidata.org/entity/Q11060186
Q11075015,war criminal,פושע מלחמה,http://www.wikidata.org/entity/Q11075015
Q11078939,Administrative Officer (Hong Kong),Q11078939,http://www.wikidata.org/entity/Q11078939
Q11079277,private investor,Q11079277,http://www.wikidata.org/entity/Q11079277
Q11124885,martial artist,אמן לחימה,http://www.wikidata.org/entity/Q11124885
Q11238483,PCDJ,Q11238483,http://www.wikidata.org/entity/Q11238483
Q11242506,highwayman,Q11242506,http://www.wikidata.org/entity/Q11242506
Q11243738,SM girl,Q11243738,http://www.wikidata.org/entity/Q11243738
Q11250197,Server Administrator,Q11250197,http://www.wikidata.org/entity/Q11250197
Q11287574,industrial designer,מעצב תעשייתי,http://www.wikidata.org/entity/Q11287574
Q11296761,kickboxer,קיקבוקסר,http://www.wikidata.org/entity/Q11296761
Q11297402,campaign girl,Q11297402,http://www.wikidata.org/entity/Q11297402
Q11303721,golfer,שחקן גולף,http://www.wikidata.org/entity/Q11303721
Q11304771,bagger,Q11304771,http://www.wikidata.org/entity/Q11304771
Q11305911,sambista,Q11305911,http://www.wikidata.org/entity/Q11305911
Q11307381,senior vice president,Q11307381,http://www.wikidata.org/entity/Q11307381
Q11313148,sportswriter,כתב ספורט,http://www.wikidata.org/entity/Q11313148
Q11328042,variety tarento,Q11328042,http://www.wikidata.org/entity/Q11328042
Q11330348,heroine,Q11330348,http://www.wikidata.org/entity/Q11330348
Q11336353,hair and make-up artist,Q11336353,http://www.wikidata.org/entity/Q11336353
Q11341338,multi-tarento,Q11341338,http://www.wikidata.org/entity/Q11341338
Q11350890,local tarento,Q11350890,http://www.wikidata.org/entity/Q11350890
Q11353322,apprentice,Q11353322,http://www.wikidata.org/entity/Q11353322
Q11361245,underwear model,Q11361245,http://www.wikidata.org/entity/Q11361245
Q11395024,photography critic,Q11395024,http://www.wikidata.org/entity/Q11395024
Q11397897,swordfighter,סייף,http://www.wikidata.org/entity/Q11397897
Q11422442,international political scientist,Q11422442,http://www.wikidata.org/entity/Q11422442
Q11442656,amateur astronomer,אסטרונום חובב,http://www.wikidata.org/entity/Q11442656
Q11448772,school staff,Q11448772,http://www.wikidata.org/entity/Q11448772
Q11452075,kanjin,Q11452075,http://www.wikidata.org/entity/Q11452075
Q11453500,Gūji,Q11453500,http://www.wikidata.org/entity/Q11453500
Q11455387,furniture designer,מעצב רהיטים,http://www.wikidata.org/entity/Q11455387
Q11458445,housewife,Q11458445,http://www.wikidata.org/entity/Q11458445
Q11481849,bakushin,Q11481849,http://www.wikidata.org/entity/Q11481849
Q11484347,public relations ambassador,Q11484347,http://www.wikidata.org/entity/Q11484347
Q11486801,civil engineer,Q11486801,http://www.wikidata.org/entity/Q11486801
Q11491523,historian of ideas,Q11491523,http://www.wikidata.org/entity/Q11491523
Q11497342,Technical Official,Q11497342,http://www.wikidata.org/entity/Q11497342
Q11499012,broadcast writer,Q11499012,http://www.wikidata.org/entity/Q11499012
Q11499147,political activist,פעיל פוליטי,http://www.wikidata.org/entity/Q11499147
Q11499929,literary,Q11499929,http://www.wikidata.org/entity/Q11499929
Q11509146,Japanese teacher,Q11509146,http://www.wikidata.org/entity/Q11509146
Q11513337,athletics competitor,אתלט,http://www.wikidata.org/entity/Q11513337
Q11515181,shosei,Q11515181,http://www.wikidata.org/entity/Q11515181
Q11518629,timber merchant,Q11518629,http://www.wikidata.org/entity/Q11518629
Q11538946,abstract game player,Q11538946,http://www.wikidata.org/entity/Q11538946
Q11549037,swimsuit campaign girl,Q11549037,http://www.wikidata.org/entity/Q11549037
Q11559510,volunteer firefighter,Q11559510,http://www.wikidata.org/entity/Q11559510
Q11567170,tenja,Q11567170,http://www.wikidata.org/entity/Q11567170
Q11571698,independence activist,Q11571698,http://www.wikidata.org/entity/Q11571698
Q11572046,cat's-meat man,Q11572046,http://www.wikidata.org/entity/Q11572046
Q11573099,royalty,משפחת המלוכה,http://www.wikidata.org/entity/Q11573099
Q11576460,tato,Q11576460,http://www.wikidata.org/entity/Q11576460
